대표티켓번호,판매순번,주문상태,판매일,상품명,이용일시,장소명,총매수,최종정상매수,주문자명,휴대폰번호,금액,발권상태,회원여부,판매처,주문일시,공연ID,장르1,회원키
9000000041059,9000000024281,정상,20240607,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Rowan Brooks 00711,000-0002-6738,288000,Y,Y,GS칼텍스 예울마루(web),20240607122953,240712_01,뮤지컬,00000016842
9000000041060,9000000041061,정상,20240524,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Rowan Brooks 00199,000-0002-2902,144000,Y,Y,GS칼텍스 예울마루(mobile),20240524140512,240712_01,뮤지컬,00000004877
9000000041062,9000000041063,정상,20240619,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Hayes 03420,000-0002-9184,162000,Y,Y,GS칼텍스 예울마루(mobile),20240619105405,240712_01,뮤지컬,00000015242
9000000041064,9000000029910,정상,20240628,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Taylor Brooks 01988,00000022669,160000,Y,Y,티켓어플 안드로이드,20240628170023,240712_01,뮤지컬,
9000000041065,9000000041066,정상,20240619,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Morgan Lane 00121,00000029185,320000,Y,Y,티켓모바일웹,20240619182710,240712_01,뮤지컬,00000003315
9000000041067,9000000041068,정상,20240524,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Casey Hayes 00925,000-0002-4125,144000,Y,Y,GS칼텍스 예울마루(mobile),20240524140846,240712_01,뮤지컬,00000016092
9000000041069,9000000041070,정상,20240524,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,4,4,Casey Hayes 00925,00000024125,576000,Y,Y,티켓모바일웹,20240524140241,240712_01,뮤지컬,00000016092
9000000041071,9000000041072,정상,20240622,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Casey Ellis 01773,00000025188,260000,Y,Y,티켓어플 안드로이드,20240622210751,240712_01,뮤지컬,
9000000041073,9000000041074,정상,20240625,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Foster 00820,00000028913,320000,Y,Y,티켓모바일웹,20240625011442,240712_01,뮤지컬,
9000000041075,9000000041076,정상,20240610,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Jordan Parker 00202,000-0002-7265,288000,Y,Y,GS칼텍스 예울마루(mobile),20240610161221,240712_01,뮤지컬,00000005600
9000000041077,9000000041078,정상,20240712,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Avery Ellis 00424,000-0002-5942,144000,Y,Y,GS칼텍스 예울마루(mobile),20240712145733,240712_01,뮤지컬,00000014617
9000000041079,9000000041080,정상,20240610,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Avery Ellis 00424,00000029162,160000,Y,Y,(주)인터파크 통합app,20240610141601,240712_01,뮤지컬,
9000000041081,9000000041082,정상,20240709,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Riley Brooks 01155,000-0002-9186,288000,Y,Y,GS칼텍스 예울마루(mobile),20240709183809,240712_01,뮤지컬,00000021306
9000000041083,9000000041084,정상,20240524,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,4,4,Casey Foster 00821,000-0002-6614,576000,Y,Y,GS칼텍스 예울마루(mobile),20240524143101,240712_01,뮤지컬,
9000000041085,9000000041086,정상,20240612,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Riley Parker 00203,000-0002-6109,288000,Y,Y,GS칼텍스 예울마루(web),20240612093114,240712_01,뮤지컬,00000019134
9000000041087,9000000037975,정상,20240704,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Morgan Bennett 03169,000-0002-8785,221000,Y,Y,GS칼텍스 예울마루(mobile),20240704091107,240712_01,뮤지컬,00000001373
9000000041088,9000000041089,정상,20240628,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Casey Hayes 03421,000-0002-9187,160000,Y,Y,Web,20240628170006,240712_01,뮤지컬,
9000000041090,9000000004853,정상,20240616,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,4,4,Morgan Parker 02889,00000028235,319500,Y,Y,(주)인터파크 통합app,20240616145618,240712_01,뮤지컬,
9000000041091,9000000005205,정상,20240623,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Hayes 03422,000-0002-5354,288000,Y,Y,GS칼텍스 예울마루(mobile),20240623164502,240712_01,뮤지컬,00000002394
9000000041092,9000000041093,정상,20240703,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Morgan Foster 00049,00000028039,160000,Y,Y,티켓어플 아이폰,20240703091033,240712_01,뮤지컬,
9000000041094,9000000041095,정상,20240619,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,3,3,Rowan Hayes 03423,00000023147,480000,Y,Y,티켓모바일웹,20240619215359,240712_01,뮤지컬,
9000000041096,9000000014391,정상,20240524,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Jordan Foster 01458,000-0002-9188,288000,Y,Y,GS칼텍스 예울마루(mobile),20240524140451,240712_01,뮤지컬,00000018628
9000000041097,9000000041098,정상,20240703,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Casey Hayes 01373,00000026148,320000,Y,Y,티켓어플 안드로이드,20240703001219,240712_01,뮤지컬,
9000000041099,9000000041100,정상,20240524,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Cameron Bennett 01254,000-0002-6198,130000,Y,Y,GS칼텍스 예울마루(mobile),20240524150633,240712_01,뮤지컬,
9000000041101,9000000041102,정상,20240524,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,4,4,Cameron Bennett 01254,000-0002-6198,468000,Y,Y,GS칼텍스 예울마루(mobile),20240524145331,240712_01,뮤지컬,
9000000041103,9000000041104,정상,20240614,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Reed 02068,000-0002-6592,288000,Y,Y,GS칼텍스 예울마루(mobile),20240614203706,240712_01,뮤지컬,
9000000041105,9000000041106,정상,20240618,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Lane 00318,000-0002-6279,260000,Y,Y,GS칼텍스 예울마루(mobile),20240618222027,240712_01,뮤지컬,00000011909
9000000041107,9000000041108,정상,20240709,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,4,4,Avery Bennett 03424,00000023927,310500,Y,N,GS칼텍스 예울마루(call),20240709160043,240712_01,뮤지컬,
9000000041109,9000000036887,정상,20240709,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,11,11,Avery Bennett 03424,00000023927,841500,Y,N,GS칼텍스 예울마루(call),20240709155850,240712_01,뮤지컬,
9000000041110,9000000021848,정상,20240628,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Casey Brooks 01733,000-0002-9189,160000,Y,Y,Web,20240628170025,240712_01,뮤지컬,
9000000041111,9000000004092,정상,20240605,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,4,4,Rowan Lane 00319,000-0002-7884,576000,Y,Y,GS칼텍스 예울마루(mobile),20240605104333,240712_01,뮤지컬,00000001078
9000000041112,9000000041113,정상,20240713,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Morgan Bennett 03425,**,0,Y,N,(공동기획)GS칼텍스예울마루,20240713151119,240712_01,뮤지컬,
9000000041114,9000000041115,정상,20240525,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Morgan Lane 00825,000-0002-4906,144000,Y,Y,GS칼텍스 예울마루(web),20240525050518,240712_01,뮤지컬,00000014808
9000000041116,9000000041117,정상,20240529,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Morgan Parker 01033,000-0002-7532,144000,Y,Y,GS칼텍스 예울마루(mobile),20240529175157,240712_01,뮤지컬,00000019589
9000000041118,9000000041119,정상,20240701,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Rowan Foster 00631,00000028050,160000,Y,Y,티켓모바일웹,20240701200420,240712_01,뮤지컬,
9000000041120,9000000041121,정상,20240524,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,4,4,Rowan Foster 00631,000-0002-5225,576000,Y,Y,GS칼텍스 예울마루(mobile),20240524140215,240712_01,뮤지컬,00000002767
9000000041122,9000000038631,정상,20240524,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,4,4,Jordan Ellis 01450,00000025243,576000,Y,Y,티켓어플 아이폰,20240524140337,240712_01,뮤지컬,
9000000041123,9000000041124,정상,20240524,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Jordan Brooks 00322,000-0002-4537,288000,Y,Y,GS칼텍스 예울마루(mobile),20240524140313,240712_01,뮤지컬,00000001827
9000000041125,9000000006829,정상,20240623,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,4,4,Avery Lane 00632,00000029190,468000,Y,Y,티켓모바일웹,20240623211322,240712_01,뮤지컬,
9000000041126,9000000041127,정상,20240705,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Jordan Bennett 03426,00000025098,76500,Y,Y,티켓어플 안드로이드,20240705132442,240712_01,뮤지컬,
9000000041128,9000000041129,정상,20240628,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Cameron Foster 03190,00000025421,160000,Y,Y,티켓어플 안드로이드,20240628172242,240712_01,뮤지컬,00000019656
9000000041130,9000000041131,정상,20240606,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Riley Bennett 03427,000-0002-6649,144000,Y,Y,GS칼텍스 예울마루(web),20240606125453,240712_01,뮤지컬,00000003263
9000000041132,9000000041133,정상,20240630,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Riley Bennett 02147,00000026306,160000,Y,Y,티켓어플 안드로이드,20240630081613,240712_01,뮤지컬,00000007473
9000000041134,9000000041135,정상,20240524,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Rowan Foster 02359,000-0002-2670,144000,Y,Y,GS칼텍스 예울마루(web),20240524140956,240712_01,뮤지컬,00000012687
9000000041136,9000000041137,정상,20240524,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Lane 00636,000-0002-3601,288000,Y,Y,GS칼텍스 예울마루(web),20240524140333,240712_01,뮤지컬,00000020017
9000000041138,9000000041139,정상,20240612,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Hayes 01310,000-0002-9191,234000,Y,Y,GS칼텍스 예울마루(web),20240612120351,240712_01,뮤지컬,00000005834
9000000041140,9000000041141,정상,20240623,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Casey Lane 02493,000-0002-5933,288000,Y,Y,GS칼텍스 예울마루(mobile),20240623191447,240712_01,뮤지컬,00000003992
9000000041142,9000000031525,부분취소,20240618,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,3,1,Taylor Lane 00124,000-0002-7012,76500,Y,Y,GS칼텍스 예울마루(web),20240618100356,240712_01,뮤지컬,00000012565
9000000041143,9000000041144,정상,20240618,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,4,4,Casey Lane 00637,000-0002-8766,468000,Y,Y,GS칼텍스 예울마루(mobile),20240618165033,240712_01,뮤지컬,00000009711
9000000041145,9000000041146,정상,20240524,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Casey Lane 00445,000-0002-5327,160000,Y,Y,Web,20240524140021,240712_01,뮤지컬,
9000000041147,9000000002220,정상,20240621,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Taylor Hayes 02588,000-0002-5581,81000,Y,Y,GS칼텍스 예울마루(mobile),20240621082925,240712_01,뮤지컬,00000005971
9000000041148,9000000041149,정상,20240706,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Cameron Lane 02494,00000028703,104000,Y,Y,티켓모바일웹,20240706114630,240712_01,뮤지컬,
9000000041150,9000000041151,정상,20240703,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Cameron Lane 02494,00000028703,160000,Y,Y,티켓모바일웹,20240703094456,240712_01,뮤지컬,
9000000041152,9000000024427,정상,20240702,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,8,8,Casey Ellis 02285,**,1152000,Y,N,(공동기획)GS칼텍스예울마루,20240702145442,240712_01,뮤지컬,
9000000041153,9000000041154,정상,20240619,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Casey Foster 03253,000-0002-8319,288000,Y,Y,GS칼텍스 예울마루(mobile),20240619202740,240712_01,뮤지컬,
9000000041155,9000000041156,정상,20240625,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Bennett 03428,000-0002-3546,320000,Y,Y,GS칼텍스 예울마루(web),20240625151310,240712_01,뮤지컬,00000022128
9000000041157,9000000041158,정상,20240531,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Jordan Parker 01546,000-0002-5228,144000,Y,Y,GS칼텍스 예울마루(mobile),20240531175512,240712_01,뮤지컬,00000019802
9000000041159,9000000027557,정상,20240527,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Jordan Parker 01546,000-0002-5228,144000,Y,Y,GS칼텍스 예울마루(mobile),20240527023327,240712_01,뮤지컬,00000019802
9000000041160,9000000005415,정상,20240610,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Riley Bennett 01379,000-0002-2810,288000,Y,Y,GS칼텍스 예울마루(mobile),20240610011607,240712_01,뮤지컬,00000017478
9000000041161,9000000041162,정상,20240625,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Taylor Bennett 01956,000-0002-7329,81000,Y,Y,GS칼텍스 예울마루(mobile),20240625114533,240712_01,뮤지컬,00000019404
9000000041163,9000000041164,정상,20240628,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Morgan Ellis 01833,000-0002-7637,117000,Y,Y,GS칼텍스 예울마루(mobile),20240628112903,240712_01,뮤지컬,00000019897
9000000041165,9000000041166,정상,20240524,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,3,3,Avery Foster 02544,000-0002-7792,448000,Y,Y,GS칼텍스 예울마루(mobile),20240524140332,240712_01,뮤지컬,00000011039
9000000041167,9000000040403,정상,20240614,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Casey Bennett 03429,000-0002-9104,288000,Y,Y,GS칼텍스 예울마루(web),20240614135008,240712_01,뮤지컬,00000015637
9000000041168,9000000041169,정상,20240713,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,10,10,Taylor Brooks 00132,**,0,Y,N,(공동기획)GS칼텍스예울마루,20240713101546,240712_01,뮤지컬,
9000000041170,9000000009105,정상,20240618,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Rowan Hayes 00223,00000029145,160000,Y,Y,티켓어플 안드로이드,20240618142313,240712_01,뮤지컬,
9000000041171,9000000041172,정상,20240705,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Avery Brooks 00064,000-0002-9092,162000,Y,Y,GS칼텍스 예울마루(mobile),20240705115544,240712_01,뮤지컬,00000003931
9000000041173,9000000041174,정상,20240611,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Bennett 03430,000-0002-2724,288000,Y,Y,GS칼텍스 예울마루(mobile),20240611011031,240712_01,뮤지컬,00000003016
9000000041175,9000000041176,정상,20240606,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Riley Brooks 02755,000-0002-8165,288000,Y,Y,GS칼텍스 예울마루(mobile),20240606100653,240712_01,뮤지컬,00000000659
9000000041177,9000000041178,정상,20240624,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Rowan Bennett 03431,000-0002-9192,288000,Y,Y,GS칼텍스 예울마루(web),20240624131053,240712_01,뮤지컬,00000021708
9000000041179,9000000041180,정상,20240621,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Brooks 00134,000-0002-4239,234000,Y,Y,GS칼텍스 예울마루(mobile),20240621233626,240712_01,뮤지컬,00000008419
9000000041181,9000000041182,정상,20240606,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Avery Ellis 03432,00000023271,320000,Y,Y,티켓모바일웹,20240606232949,240712_01,뮤지컬,00000002477
9000000041183,9000000041184,정상,20240624,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Riley Hayes 01947,000-0002-9002,234000,Y,Y,GS칼텍스 예울마루(web),20240624103347,240712_01,뮤지컬,00000021291
9000000041185,9000000041186,정상,20240615,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Foster 02164,000-0002-6913,162000,Y,Y,GS칼텍스 예울마루(mobile),20240615183006,240712_01,뮤지컬,00000011153
9000000041187,9000000041188,정상,20240628,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Taylor Bennett 00228,000-0002-5737,160000,Y,Y,Web,20240628170024,240712_01,뮤지컬,
9000000041189,9000000041190,정상,20240703,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Riley Parker 01739,000-0002-9193,234000,Y,Y,GS칼텍스 예울마루(web),20240703102935,240712_01,뮤지컬,00000005873
9000000041191,9000000008304,정상,20240608,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Brooks 00454,000-0002-4794,288000,Y,Y,GS칼텍스 예울마루(mobile),20240608151420,240712_01,뮤지컬,00000005654
9000000041192,9000000041193,정상,20240524,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Riley Parker 00843,00000027838,160000,Y,Y,티켓모바일웹,20240524140052,240712_01,뮤지컬,00000016425
9000000041194,9000000017193,정상,20240605,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,13,13,Morgan Ellis 03433,00000024895,1872000,Y,N,GS칼텍스 예울마루(call),20240605163800,240712_01,뮤지컬,
9000000041195,9000000041196,정상,20240625,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Parker 01550,000-0002-9194,260000,Y,Y,GS칼텍스 예울마루(web),20240625094536,240712_01,뮤지컬,00000017281
9000000041197,9000000041198,정상,20240702,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Casey Bennett 00229,000-0002-6502,320000,Y,Y,Web,20240702105108,240712_01,뮤지컬,00000001488
9000000041199,9000000041200,정상,20240628,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Casey Bennett 00229,00000029155,160000,Y,Y,티켓모바일웹,20240628170022,240712_01,뮤지컬,00000009934
9000000041201,9000000037111,정상,20240608,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Casey Bennett 00229,00000026525,288000,Y,N,GS칼텍스 예울마루(call),20240608102016,240712_01,뮤지컬,00000008482
9000000041202,9000000041203,정상,20240526,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Casey Bennett 00229,00000029195,320000,Y,Y,티켓어플 안드로이드,20240526111655,240712_01,뮤지컬,
9000000041204,9000000026805,정상,20240527,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Rowan Parker 00335,000-0002-6452,320000,Y,Y,Web,20240527151227,240712_01,뮤지컬,00000019144
9000000041205,9000000008078,정상,20240524,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,4,4,Rowan Parker 00335,000-0002-5456,576000,Y,Y,GS칼텍스 예울마루(mobile),20240524142951,240712_01,뮤지컬,00000008838
9000000041206,9000000041207,정상,20240525,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Morgan Lane 02169,00000025644,260000,Y,Y,티켓모바일웹,20240525122354,240712_01,뮤지컬,
9000000041208,9000000041209,정상,20240627,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Casey Bennett 00741,00000026002,260000,Y,Y,티켓모바일웹,20240627180106,240712_01,뮤지컬,
9000000041210,9000000041211,정상,20240526,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,4,4,Avery Reed 00336,00000029196,576000,Y,Y,티켓어플 안드로이드,20240526050925,240712_01,뮤지컬,00000016654
9000000041212,9000000041213,정상,20240625,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Parker 02252,000-0002-7689,157500,Y,Y,GS칼텍스 예울마루(web),20240625172556,240712_01,뮤지컬,
9000000041214,9000000041215,정상,20240606,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Brooks 00070,000-0002-6649,288000,Y,Y,GS칼텍스 예울마루(web),20240606124959,240712_01,뮤지컬,00000003205
9000000041216,9000000041217,정상,20240612,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Morgan Ellis 00553,000-0002-4613,117000,Y,Y,GS칼텍스 예울마루(mobile),20240612225204,240712_01,뮤지컬,00000015930
9000000041218,9000000041219,정상,20240711,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Rowan Bennett 00231,00000029197,260000,Y,Y,티켓어플 아이폰,20240711142720,240712_01,뮤지컬,
9000000041220,9000000041221,정상,20240702,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Rowan Bennett 00231,00000027731,160000,Y,Y,티켓모바일웹,20240702184218,240712_01,뮤지컬,
9000000041222,9000000041223,정상,20240612,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Rowan Bennett 00231,000-0002-4818,157500,Y,Y,GS칼텍스 예울마루(mobile),20240612155832,240712_01,뮤지컬,00000010948
9000000041224,9000000041225,정상,20240611,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Rowan Bennett 00231,000-0002-8379,320000,Y,Y,GS칼텍스 예울마루(web),20240611153644,240712_01,뮤지컬,00000020661
9000000041226,9000000041227,정상,20240628,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Casey Bennett 01509,00000026899,160000,Y,Y,티켓어플 안드로이드,20240628170030,240712_01,뮤지컬,
9000000041228,9000000041229,정상,20240525,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Parker 00462,000-0002-4820,234000,Y,Y,GS칼텍스 예울마루(web),20240525081745,240712_01,뮤지컬,00000003822
9000000041230,9000000026289,정상,20240604,2024 뮤지컬 노트르담 드 파리 한국어버전 - 여수,20240713: 1900,GS칼텍스 예울마루 대극장,1,1,Casey Reed 00341,00000026901,160000,Y,Y,티켓모바일웹,20240604101044,240712_01,뮤지컬,
